Fechas,Global_Avg,Difusa_Avg,Directa_Avg
2017-07-03 21:51:00,-0.4010857,-0.3492913,1563.512
2017-07-03 21:51:00,-0.4010841,-0.3492899,1513.953
2017-07-03 21:51:00,-0.4010823,-0.3492883,1578.966
2017-07-03 21:51:00,-0.4010808,-0.3551085,1329.972
2017-07-03 21:51:00,-0.4010795,-0.3492859,1286.015
2017-07-03 21:51:00,-0.4010831,-0.1746446,1169.2
2017-07-03 21:51:00,-0.4010854,-0.1222519,1492.731
2017-07-03 21:51:00,-0.4010881,0.0,1282.577
2017-07-03 21:51:00,-0.4010895,0.0,1295.548
2017-07-03 21:51:00,-0.4010876,0.0,1862.383
2017-07-03 21:51:00,-0.4010869,0.0,1410.327
2017-07-03 21:51:00,-0.401085,-0.1630021,1605.223
2017-07-03 21:51:00,-0.4010845,-0.3492902,1743.616
2017-07-03 21:51:00,-0.4010848,-0.3725766,1822.574
2017-07-03 21:51:00,-0.4010849,-0.61708,1442.126
2017-07-03 21:51:00,-0.4010845,-0.6985804,1441.688
2017-07-03 21:51:00,-0.4077692,-0.6985804,1124.479
2017-07-03 21:51:00,-0.6484182,-0.6985787,1538.454
2017-07-03 21:51:00,-0.8021668,-0.6985785,1445.574
2017-07-03 21:51:00,-0.8021644,-0.6985765,1316.104
2017-07-03 21:51:00,-0.802164,-0.6985762,1359.139
2017-07-03 21:51:00,-0.8021616,-0.6985741,1590.335
2017-07-03 21:51:00,-0.8021643,-0.6985763,1470.949
2017-07-03 21:51:00,-0.8021749,-0.6985856,1533.944
2017-07-03 21:51:00,-0.8021745,-0.6985853,1146.609
2017-07-03 21:51:00,-0.7954884,-0.6985842,1152.131
2017-07-03 21:51:00,-0.5414664,-0.6985834,1441.969
2017-07-03 21:51:00,-0.4010853,-0.5239363,893.6211
2017-07-03 21:51:00,-0.4010846,-0.2968969,1220.395
2017-07-03 21:51:00,-0.4010836,-0.0756794,1430.182
2017-07-03 21:51:00,-0.4010829,-0.279431,1633.517
2017-07-03 21:51:00,-0.401082,-0.5006462,1772.971
2017-07-03 21:51:00,-0.5347746,-0.6985746,1441.516
2017-07-03 21:51:00,-0.795476,-0.6985732,1510.426
2017-07-03 21:51:00,-0.8021588,-0.6985716,1321.408
2017-07-03 21:51:00,-0.8021575,-0.6985705,1145.507
2017-07-03 21:51:00,-0.8021556,-0.6985688,1186.13
2017-07-03 21:51:00,-0.8021547,-0.698568,1500.988
2017-07-03 21:51:00,-0.8021527,-0.6985663,1433.562
2017-07-03 21:51:00,-0.802152,-0.6985656,1310.34
2017-07-03 21:51:00,-0.8021412,-0.6985563,1335.365
2017-07-03 21:51:00,-0.8021386,-0.698554,1258.086
2017-07-03 21:51:00,-0.8021386,-0.698554,1242.274
2017-07-03 21:51:00,-0.8021386,-0.698554,1259.502
2017-07-03 21:51:00,-0.8021385,-0.698554,1420.439
2017-07-03 21:51:00,-0.8021385,-0.698554,1315.227
2017-07-03 21:51:00,-0.8021383,-0.6985537,1574.783
2017-07-03 21:51:00,-0.802139,-0.6985543,1356.63
2017-07-03 21:51:00,-0.8021489,-0.6985629,1165.205
2017-07-03 21:51:00,-0.80215,-0.6985639,1265.029
2017-07-03 21:51:00,-0.8021573,-0.6985703,1178.391
2017-07-03 21:51:00,-0.8021575,-0.6985705,1327.852
2017-07-03 21:51:00,-0.8021584,-0.6985712,1242.027
2017-07-03 21:51:00,-0.8021626,-0.698575,1547.475
2017-07-03 21:51:00,-0.8021744,-0.6985852,1380.673
2017-07-03 21:51:00,-0.8021743,-0.6985852,1358.687
2017-07-03 21:51:00,-0.8021743,-0.6985851,1248.993
2017-07-03 21:51:00,-0.8021736,-0.6985845,1218.147
2017-07-03 21:51:00,-0.8021725,-0.6985836,947.5832
2017-07-03 21:51:00,-0.8021764,-0.6985869,1086.26
2017-07-03 21:51:00,-0.8021809,-0.6985908,1114.545
2017-07-03 21:51:00,-0.8021839,-0.6985934,1214.155
2017-07-03 21:51:00,-0.8021865,-0.6985958,1383.955
2017-07-03 21:51:00,-0.8021822,-0.698592,1143.461
2017-07-03 21:51:00,-0.8021793,-0.6985894,1058.664
2017-07-03 21:51:00,-0.8021859,-0.6985952,1216.013
2017-07-03 21:51:00,-0.8021892,-0.698598,1013.956
