Record;Global;Difusa;Directa;
104920;-2.406343;-2.293515;-0.1417951;
104921;-2.406334;-2.322613;-0.2126927;
104922;-2.406345;-2.310981;-0.2126927;
104923;-2.406348;-2.153814;-0.4253854;
104924;-2.406357;-2.386668;-0.496283;
104925;-2.406359;-2.444881;-0.2126927;
104926;-2.419735;-2.444889;-0.5671806;
104927;-2.426421;-2.44489;-0.5671806;
104928;-2.406375;-2.241155;-0.3544878;
104929;-2.406375;-2.340116;-0.4253854;
104930;-2.40638;-2.444903;-0.992566;
104931;-2.406381;-2.444904;-0.3544878;
104932;-2.406385;-2.444908;-0.2126927;
104933;-2.406386;-2.444908;0;
104934;-2.406389;-2.444911;-0.3544878;
104935;-2.426442;-2.444912;-0.3544878;
104936;-2.41976;-2.444915;-0.3544878;
104937;-2.406392;-2.444915;-0.2835903;
104938;-2.413078;-2.444917;-0.9216684;
104939;-2.633665;-2.444917;-1.205259;
104940;-2.794093;-2.444919;-0.6380781;
104941;-2.780725;-2.444919;-0.6380781;
104942;-2.673775;-2.44492;-0.9216684;
104943;-2.493295;-2.444921;-0.3544878;
104944;-2.406399;-2.375066;-0.3544878;
104945;-2.406408;-2.16551;-0.1417951;
104946;-2.406415;-2.095662;-0.1417999;
104947;-2.406422;-2.095667;-0.2835978;
104948;-2.406426;-1.985066;-1.063492;
104949;-2.40643;-2.095674;-0.4962947;
104950;-2.406432;-2.095676;-0.3544954;
104951;-2.406433;-2.095678;-0.425393;
104952;-2.406434;-2.153892;-0.2835951;
104953;-2.406435;-2.293603;-1.48887;
104954;-2.513387;-2.404209;-0.9216811;
104955;-2.720639;-2.398415;-0.7089837;
104956;-2.673851;-2.322741;-0.6380852;
104957;-2.760778;-2.398442;-0.2126946;
104958;-2.74741;-2.433372;-0.7798803;
104959;-2.787559;-2.357727;-0.5672033;
104960;-2.787562;-2.183083;-0.7090041;
104961;-2.807659;-2.142365;-0.7090219;
104962;-2.807665;-2.171478;-1.276245;
104963;-2.887928;-2.375272;-1.418072;
104964;-3.182079;-2.445141;-1.701692;
104965;-2.914717;-2.445174;-1.559905;
104966;-2.807767;-2.21231;-2.694394;
104967;-2.493594;-2.095898;-2.62351;
104968;-2.406698;-1.950358;-3.048957;
104969;-2.406722;-1.746607;-3.190788;
104970;-2.406729;-1.746612;-3.332565;
104971;-2.406739;-1.80484;-3.332517;
104972;-2.406748;-2.066841;-2.765301;
104973;-2.406759;-1.903831;-3.332561;
104974;-2.40677;-1.746642;-3.048955;
104975;-2.40678;-1.746649;-2.836252;
104976;-2.406792;-1.746658;-2.1272;
104977;-2.406801;-1.746664;-2.127207;
104978;-2.406814;-1.746674;-3.049011;
104979;-2.40682;-1.746679;-1.489054;
104980;-2.406834;-1.746688;-3.190843;
104981;-2.406838;-1.746692;-3.687202;
104982;-2.406852;-1.79328;-3.687214;
104983;-2.406855;-1.764171;-3.616309;
104984;-2.406868;-1.746713;-3.758136;
104985;-2.40687;-1.746715;-3.970863;
104986;-2.406883;-1.764191;-3.829056;
104987;-2.406883;-1.979621;-3.970874;
104988;-2.406895;-2.09608;-3.829065;
104989;-2.406896;-2.160127;-4.041791;
104990;-2.406905;-2.323165;-4.183615;
104991;-2.406906;-2.422148;-4.254525;
104992;-2.540632;-2.445446;-4.183621;
104993;-2.727838;-2.445447;-4.183622;
104994;-2.761274;-2.445453;-4.183626;
104995;-2.687731;-2.445455;-3.9709;
104996;-2.440357;-2.264961;-4.18363;
104997;-2.40693;-2.101932;-4.254539;
104998;-2.406934;-2.096113;-4.254541;
104999;-2.406935;-2.101937;-4.254542;
105000;-2.406938;-2.305729;-4.183635;
105001;-2.600832;-2.445472;-3.970908;
105002;-2.647636;-2.433829;-4.254546;
105003;-2.467118;-2.282444;-4.183637;
105004;-2.533978;-2.235865;-4.254547;
105005;-2.56741;-2.17764;-4.254548;
105006;-2.406948;-1.915626;-4.254549;
105007;-2.40695;-1.746773;-4.254549;
105008;-2.406951;-1.746773;-4.25455;
105009;-2.406952;-1.746774;-4.25455;
105010;-2.406953;-1.746775;-4.25455;
105011;-2.406954;-1.746776;-4.25455;
105012;-2.406955;-1.746776;-4.254551;
105013;-2.406956;-1.746777;-4.254551;
105014;-2.406956;-1.746777;-4.254551;
105015;-2.406957;-1.746778;-4.254552;
105016;-2.406957;-1.746778;-4.254552;
105017;-2.406958;-1.746778;-4.254552;
105018;-2.406958;-1.746778;-4.183643;
105019;-2.406959;-1.746779;-4.254553;
105020;-2.406959;-1.746779;-4.112734;
105021;-2.40696;-1.74678;-4.112734;
105022;-2.40696;-1.74678;-4.183644;
105023;-2.40696;-1.74678;-4.183644;
105024;-2.40696;-1.74678;-3.829098;
105025;-2.40696;-1.74678;-4.254553;
105026;-2.086032;-1.74678;-4.254553;
105027;-1.912197;-1.647796;-4.254553;
105028;-1.611327;-1.397424;-4.254553;
105029;-1.604641;-1.397425;-4.254553;
105030;-1.604641;-1.426538;-4.254553;
105031;-1.611327;-1.682732;-4.254553;
105032;-1.731675;-1.746781;-4.112734;
105033;-1.831965;-1.746781;-4.112734;
105034;-1.979057;-1.746781;-4.183644;
105035;-2.012487;-1.746781;-4.183644;
105036;-2.320044;-1.746781;-3.900007;
105037;-2.400276;-1.746781;-3.403642;
105038;-2.045918;-1.746781;-4.112734;
105039;-1.805221;-1.740959;-4.183644;
105040;-1.604641;-1.624507;-4.254553;
105041;-1.678187;-1.740959;-4.254553;
105042;-1.99243;-1.746781;-4.254553;
105043;-2.005802;-1.746781;-4.183644;
105044;-2.005802;-1.746781;-4.041825;
105045;-1.99243;-1.746781;-3.758188;
105046;-1.651443;-1.735136;-3.970916;
105047;-1.604641;-1.496409;-3.261824;
105048;-1.604641;-1.414893;-3.970916;
105049;-1.604641;-1.560458;-3.900007;
105050;-1.624699;-1.746781;-3.758188;
105051;-1.959;-1.746781;-4.112734;
105052;-1.965685;-1.746781;-4.254553;
105053;-1.885454;-1.746781;-4.254553;
105054;-1.791849;-1.746781;-4.183644;
105055;-1.624699;-1.671087;-4.041825;
105056;-1.604641;-1.40907;-4.183644;
105057;-1.604641;-1.467296;-4.254553;
105058;-1.604641;-1.740959;-4.183644;
105059;-1.905511;-1.746781;-4.112734;
105060;-2.112778;-1.746781;-4.112734;
105061;-2.406962;-1.746781;-4.254553;
105062;-2.39359;-1.746781;-4.254553;
105063;-2.246498;-1.746781;-4.254553;
105064;-2.086034;-1.746781;-4.183644;
105065;-2.005802;-1.746781;-4.112734;
105066;-2.005802;-1.746781;-3.970916;
105067;-2.005802;-1.746781;-3.474551;
105068;-1.885454;-1.746781;-3.332733;
105069;-1.731675;-1.746781;-3.687279;
105070;-1.691559;-1.746781;-2.69455;
105071;-1.831966;-1.746781;-3.261824;
105072;-1.831966;-1.746781;-2.552732;
105073;-1.938942;-1.746781;-3.190914;
105074;-1.932256;-1.746781;-2.907278;
105075;-1.885454;-1.746781;-1.489093;
105076;-1.932256;-1.746781;-1.843639;
105077;-2.005802;-1.746781;-2.69455;
105078;-2.199696;-1.746781;-2.269095;
105079;-2.406962;-1.78754;-2.198185;
105080;-2.406962;-1.973863;-2.907278;
105081;-2.406962;-1.950572;-3.120005;
105082;-2.406962;-2.072847;-2.056367;
105083;-2.406962;-2.096138;-1.347275;
105084;-2.406962;-2.096138;-2.765459;
105085;-2.406962;-2.096138;-3.332733;
105086;-2.340102;-2.037911;-3.261824;
105087;-2.005802;-1.746781;-3.61637;
105088;-1.858709;-1.746781;-3.687279;
105089;-1.718303;-1.746781;-3.474551;
105090;-1.938942;-1.746781;-3.687279;
105091;-1.99243;-1.746781;-3.261824;
105092;-1.684873;-1.746781;-3.61637;
105093;-1.604641;-1.746781;-2.836369;
105094;-1.604641;-1.735136;-3.687279;
105095;-1.577897;-1.397425;-3.474551;
105096;-1.236911;-1.228569;-3.900007;
105097;-1.203481;-1.053891;-3.61637;
105098;-1.203481;-1.048069;-2.340004;
105099;-1.203481;-1.048069;-2.198185;
105100;-1.103191;-1.048069;-2.198185;
105101;-1.203481;-1.048069;-1.843639;
105102;-1.203481;-1.048069;-1.063638;
105103;-1.203481;-1.048069;-1.914549;
105104;-1.243597;-1.071359;-2.410913;
105105;-1.604641;-1.403248;-2.269095;
105106;-1.604641;-1.665265;-2.765459;
105107;-1.604641;-1.746781;-2.127276;
105108;-1.604641;-1.746781;-2.69455;
105109;-1.831966;-1.746781;-2.978187;
105110;-2.005802;-1.746781;-2.836369;
105111;-2.005802;-1.746781;-2.907278;
105112;-2.005802;-1.746781;-3.261824;
105113;-2.005802;-1.746781;-1.985458;
105114;-2.005802;-1.746781;-1.630912;
105115;-2.005802;-1.746781;-3.049096;
105116;-2.005802;-1.746781;-3.829098;
105117;-2.005802;-1.746781;-3.758188;
105118;-2.005802;-1.746781;-3.758188;
105119;-2.005802;-1.746781;-4.112734;
105120;-2.005802;-1.746781;-3.970916;
105121;-1.872082;-1.746781;-3.900007;
105122;-1.618013;-1.746781;-4.254553;
105123;-1.604641;-1.746781;-4.254553;
105124;-1.604641;-1.659442;-4.254553;
105125;-1.604641;-1.403248;-4.254553;
105126;-1.604641;-1.403248;-4.254553;
105127;-1.604641;-1.414893;-4.254553;
105128;-1.604641;-1.455651;-4.254553;
105129;-1.604641;-1.647797;-4.254553;
105130;-1.624699;-1.735136;-4.254553;
105131;-1.825279;-1.746781;-4.254553;
105132;-1.932256;-1.746781;-4.254553;
105133;-1.965685;-1.746781;-4.254553;
105134;-1.805221;-1.746781;-4.254553;
105135;-1.885454;-1.746781;-4.254553;
105136;-2.005802;-1.746781;-4.254553;
105137;-2.005802;-1.746781;-4.183644;
105138;-2.005802;-1.746781;-4.254553;
105139;-2.005802;-1.746781;-4.254553;
105140;-2.005802;-1.746781;-4.254553;
105141;-2.005802;-1.746781;-4.254553;
105142;-2.15958;-1.746781;-4.254553;
105143;-2.052604;-1.746781;-4.183644;
105144;-2.005802;-1.746781;-4.183644;
105145;-2.005802;-1.746781;-4.254553;
105146;-1.778477;-1.740959;-4.254553;
105147;-1.604641;-1.554635;-4.254553;
105148;-1.604641;-1.40907;-4.254553;
105149;-1.604641;-1.228569;-4.254553;
105150;-1.604641;-1.170343;-4.254553;
105151;-1.604641;-1.216924;-4.254553;
105152;-1.604641;-1.059714;-4.254553;
105153;-1.604641;-1.048069;-4.254553;
105154;-1.604641;-1.048069;-4.254553;
105155;-1.604641;-1.053891;-4.254553;
105156;-1.604641;-1.158698;-4.254553;
105157;-1.604641;-1.362489;-4.254553;
105158;-1.604641;-1.374135;-4.254553;
105159;-1.604641;-1.362489;-4.254553;
105160;-1.604641;-1.25186;-4.254553;
105161;-1.604641;-1.356667;-4.254553;
105162;-1.604641;-1.391602;-4.254553;
105163;-1.604641;-1.548813;-3.970916;
105164;-1.872082;-1.746781;-3.970916;
105165;-2.005802;-1.746781;-4.112734;
105166;-2.005802;-1.746781;-3.190914;
105167;-2.005802;-1.746781;-3.474551;
105168;-2.005802;-1.746781;-3.758188;
105169;-2.005802;-1.746781;-3.970916;
105170;-2.005802;-1.746781;-3.474551;
105171;-2.005802;-1.746781;-3.900007;
105172;-2.005802;-1.746781;-3.61637;
105173;-2.005802;-1.746781;-3.403642;
105174;-2.005802;-1.746781;-3.687278;
105175;-1.852023;-1.746781;-3.687278;
105176;-1.631385;-1.746781;-3.829097;
105177;-1.604641;-1.746781;-3.970915;
105178;-1.604641;-1.746781;-4.112734;
105179;-1.604641;-1.746781;-4.254552;
105180;-1.604641;-1.746781;-4.041825;
105181;-1.604641;-1.746781;-4.254553;
105182;-1.604641;-1.746781;-4.183644;
105183;-1.611331;-1.746785;-3.545495;
105184;-1.818598;-1.746786;-3.687329;
105185;-2.00581;-1.746789;-4.112782;
105186;-2.025869;-1.746789;-3.758229;
105187;-2.293312;-1.746791;-3.049123;
105188;-2.21308;-1.746791;-3.970951;
105189;-2.005818;-1.746796;-3.900084;
105190;-2.005819;-1.746796;-3.687356;
105191;-1.691576;-1.746799;-4.183713;
105192;-1.604658;-1.746799;-4.254627;
105193;-1.604663;-1.746805;-4.254668;
105194;-1.604664;-1.717693;-4.254673;
105195;-1.60467;-1.694409;-4.254704;
105196;-1.604671;-1.740991;-4.254698;
105197;-1.604674;-1.746817;-4.254673;
105198;-1.604674;-1.537199;-4.254667;
105199;-1.604675;-1.292645;-4.25465;
105200;-1.604674;-1.071381;-4.254643;
105201;-1.604674;-1.04809;-4.254631;
105202;-1.604673;-1.04809;-4.254624;
105203;-1.604672;-1.048089;-4.254615;
105204;-1.604671;-1.048088;-4.25461;
105205;-1.591298;-1.048087;-4.254603;
105206;-1.591296;-1.048087;-4.254598;
105207;-1.604667;-1.048086;-4.254593;
105208;-1.604666;-1.071375;-4.254588;
105209;-1.604664;-1.3858;-4.254585;
105210;-1.604666;-1.671113;-4.25462;
105211;-1.658155;-1.746809;-4.254637;
105212;-1.999147;-1.746809;-4.254625;
105213;-2.005833;-1.746809;-4.254621;
105214;-2.005836;-1.746812;-4.254656;
105215;-2.005837;-1.746813;-4.254665;
105216;-2.005839;-1.746814;-4.254646;
105217;-2.005839;-1.746814;-4.254643;
105218;-1.832004;-1.746818;-4.254681;
105219;-1.604675;-1.72935;-4.254683;
105220;-1.604676;-1.630365;-4.254658;
105221;-1.604677;-1.444038;-4.25466;
105222;-1.60468;-1.368345;-4.254695;
105223;-1.604681;-1.327587;-4.254699;
105224;-1.604685;-1.478982;-4.254725;
105225;-1.604687;-1.72354;-4.25473;
105226;-1.758474;-1.746836;-4.254749;
105227;-2.005866;-1.746838;-4.254755;
105228;-2.005872;-1.746843;-4.254768;
105229;-2.005873;-1.746843;-4.254754;
105230;-2.005874;-1.746845;-4.254724;
105231;-2.005876;-1.746846;-4.254734;
105232;-2.005878;-1.746848;-4.254748;
105233;-1.999194;-1.74685;-4.254757;
105234;-1.88553;-1.746853;-4.254768;
105235;-1.758494;-1.746855;-4.254776;
105236;-1.711692;-1.746857;-4.254783;
105237;-1.604711;-1.746857;-4.254755;
105238;-1.604711;-1.746857;-4.254737;
105239;-1.604727;-1.746874;-4.254752;
105240;-1.604734;-1.746883;-4.254759;
105241;-1.60473;-1.607128;-4.254729;
105242;-1.604728;-1.205344;-4.254718;
105243;-1.604722;-1.053945;-4.254691;
105244;-1.598034;-1.048121;-4.254684;
105245;-1.544555;-1.048129;-4.254662;
105246;-1.350652;-1.04813;-4.254658;
105247;-1.243664;-1.048125;-4.254694;
105248;-1.203545;-1.048125;-4.254696;
105249;-1.203542;-1.048122;-4.254726;
105250;-1.250346;-1.048122;-4.254724;
105251;-1.330578;-1.048118;-4.25469;
105252;-1.223596;-1.048118;-4.254694;
105253;-1.216909;-1.048117;-4.254721;
105254;-1.230284;-1.048119;-4.254714;
105255;-1.210235;-1.048128;-4.254687;
105256;-1.210238;-1.04813;-4.254695;
105257;-1.21693;-1.048135;-4.254719;
105258;-1.263739;-1.048138;-4.254728;
105259;-1.43091;-1.048146;-4.254745;
105260;-1.544584;-1.048148;-4.254729;
105261;-1.598082;-1.048152;-4.254706;
105262;-1.604771;-1.048154;-4.254691;
105263;-1.604774;-1.048156;-4.254674;
105264;-1.604764;-1.048149;-4.25466;
105265;-1.604755;-1.053966;-4.254649;
105266;-1.604758;-1.048145;-4.254636;
105267;-1.60476;-1.048146;-4.254628;
105268;-1.60475;-1.04814;-4.254657;
105269;-1.604745;-1.048137;-4.254672;
105270;-1.604735;-1.04813;-4.254653;
105271;-1.604731;-1.048128;-4.254647;
105272;-1.604722;-1.053944;-4.254631;
105273;-1.604719;-1.100526;-4.254627;
105274;-1.604728;-1.071417;-4.254612;
105275;-1.60473;-1.048127;-4.254611;
105276;-1.604757;-1.100552;-4.254599;
105277;-1.604759;-1.246129;-4.254598;
105278;-1.60476;-1.24613;-4.254588;
105279;-1.604761;-1.100554;-4.254591;
105280;-1.604765;-1.053973;-4.254639;
105281;-1.604766;-1.04815;-4.254644;
105282;-1.604771;-1.048154;-4.254678;
105283;-1.604769;-1.071444;-4.254684;
105284;-1.604757;-1.316004;-4.254712;
105285;-1.604768;-1.55476;-4.25474;
105286;-1.604798;-1.746952;-4.254819;
105287;-1.6048;-1.706192;-4.254801;
105288;-1.604805;-1.508208;-4.254765;
105289;-1.604805;-1.467446;-4.254747;
105290;-1.604807;-1.496563;-4.254722;
105291;-1.604808;-1.688731;-4.254732;
105292;-1.651617;-1.741142;-4.254744;
105293;-1.985959;-1.746971;-4.254797;
105294;-2.006025;-1.746976;-4.254845;
105295;-2.006044;-1.746993;-4.254809;
105296;-2.006057;-1.747004;-4.254786;
105297;-2.006053;-1.747;-4.254754;
105298;-2.006051;-1.746998;-4.254738;
105299;-2.006078;-1.747022;-4.254855;
105300;-2.006088;-1.747031;-4.254898;
105301;-2.006085;-1.747028;-4.254841;
105302;-2.23344;-1.747028;-4.254827;
105303;-2.40734;-1.747056;-4.25495;
105304;-2.407346;-1.74706;-4.254969;
105305;-2.407355;-1.747067;-4.255021;
105306;-2.400669;-1.747067;-4.255024;
105307;-2.173342;-1.747095;-4.184094;
105308;-2.006161;-1.747095;-4.255004;
105309;-2.006152;-1.747086;-4.254917;
105310;-2.006156;-1.74709;-4.254934;
105311;-2.006182;-1.747113;-4.255041;
105312;-2.006181;-1.747112;-4.255033;
105313;-2.006176;-1.747107;-4.254999;
105314;-2.006173;-1.747105;-4.25499;
105315;-2.006167;-1.7471;-4.254966;
105316;-2.006173;-1.747105;-4.254957;
105317;-2.006186;-1.747116;-4.254939;
105318;-2.006183;-1.747113;-4.184048;
105319;-2.012866;-1.747109;-4.255;
105320;-2.220188;-1.747122;-4.25505;
105321;-2.400765;-1.747137;-4.255108;
105322;-2.407474;-1.747153;-4.255154;
105323;-2.38743;-1.747166;-4.255194;
105324;-2.193511;-1.747181;-4.2552;
105325;-2.019646;-1.747191;-4.255204;
105326;-2.006278;-1.747196;-4.255116;
105327;-2.006281;-1.747199;-4.255071;
105328;-2.006283;-1.747201;-4.255036;
105329;-2.006284;-1.747202;-4.255023;
105330;-2.006284;-1.747201;-4.254992;
105331;-2.006283;-1.747201;-4.254985;
105332;-2.006256;-1.747177;-4.254958;
105333;-2.006252;-1.747174;-4.254954;
105334;-2.006265;-1.747185;-4.255063;
105335;-2.006266;-1.747185;-4.255071;
105336;-1.999565;-1.747174;-4.255105;
105337;-1.792253;-1.747175;-4.255102;
105338;-1.658512;-1.74136;-4.255051;
105339;-1.65851;-1.688943;-4.255056;
105340;-1.611687;-1.665637;-4.25509;
105341;-1.605004;-1.415212;-4.255107;
105342;-1.605019;-1.077436;-4.255179;
105343;-1.605024;-1.048319;-4.255182;
105344;-1.605036;-1.141511;-4.255192;
105345;-1.605037;-1.648203;-4.255148;
105346;-1.792294;-1.747214;-4.255062;
105347;-2.006293;-1.747209;-4.255099;
105348;-2.006284;-1.747201;-4.255157;
105349;-2.006289;-1.747206;-4.255137;
105350;-2.006295;-1.747211;-4.255116;
105351;-2.006304;-1.747219;-4.25516;
105352;-2.006312;-1.747226;-4.2552;
105353;-2.006324;-1.747236;-4.25524;
105354;-2.006332;-1.747244;-4.255267;
105355;-1.772272;-1.747256;-4.255303;
105356;-1.605083;-1.671547;-4.255321;
105357;-1.605092;-1.135726;-4.25531;
105358;-1.491401;-1.048365;-4.255306;
105359;-1.243957;-1.048372;-4.255342;
105360;-1.437909;-1.048374;-4.255352;
105361;-1.564992;-1.048381;-4.255384;
105362;-1.564994;-1.048383;-4.255389;
105363;-1.290795;-1.048391;-4.255416;
105364;-1.203851;-1.048391;-4.255419;
105365;-1.20386;-1.048399;-4.255443;
105366;-1.110227;-1.048399;-4.25544;
105367;-0.8293294;-1.048404;-4.255403;
105368;-0.8025774;-0.9785106;-4.255406;
105369;-0.8025807;-0.995988;-4.25543;
105370;-0.8828396;-1.048409;-4.255434;
105371;-1.1905;-1.048414;-4.255451;
105372;-1.203877;-1.048414;-4.25544;
105373;-1.210567;-1.048415;-4.25541;
105374;-1.55166;-1.048411;-4.255418;
105375;-1.437951;-1.048404;-3.97174;
105376;-1.203861;-1.048399;-4.25542;
105377;-0.9764586;-1.048393;-4.113551;
105378;-0.8426998;-1.048396;-3.971717;
105379;-1.157044;-1.0484;-4.113578;
105380;-1.203854;-1.048394;-4.255406;
105381;-1.203849;-1.048389;-3.688004;
105382;-1.203847;-1.048387;-4.184367;
105383;-1.203846;-1.048386;-4.255219;
105384;-1.203833;-1.048376;-4.184302;
105385;-1.203827;-1.04837;-4.255225;
105386;-1.203831;-1.048374;-4.25527;
105387;-1.203832;-1.048375;-4.255287;
105388;-1.203838;-1.04838;-4.255326;
105389;-1.203839;-1.048381;-4.255336;
105390;-1.203839;-1.048381;-4.255249;
105391;-1.203839;-1.048381;-4.113394;
105392;-1.203842;-1.048383;-4.255292;
105393;-1.050018;-1.048384;-4.113452;
105394;-0.8025607;-1.048383;-4.184307;
105395;-0.8025608;-1.048383;-4.18431;
105396;-1.023267;-1.048385;-4.255289;
105397;-1.203844;-1.048385;-4.255288;
105398;-1.203845;-1.048386;-4.25528;
105399;-1.203846;-1.048387;-4.25529;
105400;-1.203849;-1.04839;-4.255332;
105401;-1.203844;-1.048385;-4.255305;
105402;-1.203831;-1.048373;-4.255232;
105403;-1.203826;-1.048369;-4.255232;
105404;-1.203816;-1.04836;-4.255234;
105405;-1.203817;-1.048362;-4.255235;
105406;-1.20382;-1.048364;-4.255236;
105407;-1.203822;-1.048366;-4.255237;
105408;-1.203824;-1.048368;-4.255238;
105409;-1.203828;-1.048371;-4.25527;
105410;-1.203831;-1.048373;-4.255298;
105411;-1.203835;-1.048377;-4.255326;
105412;-1.190462;-1.04838;-4.255345;
105413;-1.130276;-1.048385;-4.255371;
105414;-1.12359;-1.048387;-4.255384;
105415;-1.203853;-1.048393;-4.255406;
105416;-1.203855;-1.048395;-4.255414;
105417;-1.203862;-1.048401;-4.255434;
105418;-1.203863;-1.048402;-4.255439;
105419;-1.190484;-1.048399;-4.255283;
105420;-0.8627661;-1.048399;-4.255259;
105421;-0.8092564;-1.048392;-4.255179;
105422;-0.8025679;-0.8736599;-4.255174;
105423;-0.8025665;-0.6989267;-4.255247;
105424;-0.8025662;-0.6989263;-4.255237;
105425;-0.8025601;-0.6989211;-4.255105;
105426;-0.8025599;-0.6989209;-4.255116;
105427;-0.8025581;-0.6989194;-4.255191;
105428;-0.8025584;-0.6989195;-4.255205;
105429;-0.8025593;-0.6989203;-4.25526;
105430;-0.8025587;-0.6989198;-4.255237;
105431;-0.8025569;-0.6989183;-4.255174;
105432;-0.8025554;-0.698917;-4.255151;
105433;-0.8025524;-0.6989144;-4.255106;
105434;-0.8025523;-0.6989143;-4.25514;
105435;-0.8025521;-0.6989141;-4.255192;
105436;-0.8025522;-0.6989142;-4.255197;
105437;-0.8025522;-0.6989142;-4.255203;
105438;-1.029944;-0.8154015;-4.113396;
105439;-1.203832;-0.9493617;-4.25527;
105440;-1.203834;-0.8095795;-4.184346;
105441;-1.203835;-0.7163911;-4.184343;
105442;-1.203839;-0.6989202;-4.113459;
105443;-1.20384;-0.6989213;-4.113475;
105444;-1.197155;-0.7396933;-4.255308;
105445;-1.203844;-1.007614;-4.255304;
105446;-1.203848;-1.048389;-4.255342;
105447;-1.203849;-1.04839;-4.255351;
105448;-1.203855;-1.048395;-4.18446;
105449;-1.458003;-1.048395;-4.184465;
105450;-1.605141;-1.048396;-4.184385;
105451;-1.598453;-1.048396;-4.184379;
105452;-1.471383;-1.048398;-4.04258;
105453;-1.478071;-1.048398;-4.042582;
105454;-1.524893;-1.048402;-4.11354;
105455;-1.4647;-1.048402;-4.255382;
105456;-1.304187;-1.048404;-4.255358;
105457;-1.591777;-1.048404;-4.184431;
105458;-1.411198;-1.048404;-4.184412;
105459;-1.531585;-1.048404;-4.255346;
105460;-1.605157;-1.048406;-4.184453;
105461;-1.605159;-1.048407;-4.255387;
105462;-1.605163;-1.048409;-4.255408;
105463;-1.672042;-1.048408;-4.255362;
105464;-1.845932;-1.129949;-4.184371;
105465;-2.006445;-1.555134;-4.255289;
105466;-2.006442;-1.73569;-4.184362;
105467;-2.006442;-1.747339;-4.184389;
105468;-2.006442;-1.747339;-4.255334;
105469;-2.006442;-1.747339;-4.255323;
105470;-2.006441;-1.747338;-4.255316;
105471;-2.006443;-1.74734;-4.255346;
105472;-2.006444;-1.747341;-4.255361;
105473;-2.006448;-1.747345;-4.255386;
105474;-2.00645;-1.747346;-4.184473;
105475;-1.906133;-1.625036;-4.255418;
105476;-1.611854;-1.380408;-4.255424;
105477;-1.605171;-1.362939;-4.255443;
105478;-1.645301;-1.502729;-4.255446;
105479;-1.752319;-1.706594;-4.255463;
105480;-1.926214;-1.747366;-4.255465;
105481;-1.886092;-1.456144;-4.255479;
105482;-1.605185;-1.048424;-4.255479;
105483;-1.60519;-1.048427;-4.25549;
105484;-1.605191;-1.048428;-4.255491;
105485;-1.337663;-1.048431;-4.2555;
105486;-1.210586;-1.048432;-4.255501;
105487;-1.284161;-1.048434;-4.255507;
105488;-1.304227;-1.048435;-4.255509;
105489;-1.357736;-1.048437;-4.255513;
105490;-1.558384;-1.048436;-4.255468;
105491;-1.605198;-1.048433;-4.255377;
105492;-1.605195;-1.048431;-4.255366;
105493;-1.605191;-1.048428;-4.255351;
105494;-1.625254;-1.089199;-4.184445;
105495;-1.7122;-1.223163;-4.255388;
105496;-1.618564;-1.147444;-4.255404;
105497;-1.605188;-1.048426;-4.255418;
105498;-1.605186;-1.048425;-4.255397;
105499;-1.605185;-1.048424;-4.255383;
105500;-1.605185;-1.048424;-4.255404;
105501;-1.605185;-1.048424;-4.255414;
105502;-1.605183;-1.048423;-4.255389;
105503;-1.605182;-1.048422;-4.25538;
105504;-1.605165;-1.048411;-4.255405;
105505;-1.605161;-1.048408;-4.255411;
105506;-1.605163;-1.048409;-4.184459;
105507;-1.605163;-1.10083;-4.255378;
105508;-1.605163;-1.537667;-4.255352;
105509;-1.618539;-1.694928;-4.255351;
105510;-1.785736;-1.747342;-4.18435;
105511;-1.678726;-1.747342;-4.255274;
105512;-1.605155;-1.630852;-4.11348;
105513;-1.605156;-1.071703;-4.25533;
105514;-1.290814;-1.048406;-4.255367;
105515;-1.023288;-1.048407;-4.113527;
105516;-0.802581;-1.048409;-4.255401;
105517;-0.8360228;-1.04841;-4.255408;
105518;-1.197188;-1.048413;-3.829885;
105519;-1.203876;-1.048413;-3.688028;
105520;-1.203877;-1.048414;-3.688006;
105521;-1.203878;-1.048415;-4.042633;
105522;-1.270762;-1.048416;-3.971725;
105523;-1.404527;-1.048416;-3.971711;
105524;-1.558356;-1.048416;-3.688;
105525;-1.605175;-1.048417;-4.255402;
105526;-1.605176;-1.054243;-3.971721;
105527;-1.605175;-1.223154;-4.042625;
105528;-1.605175;-1.327996;-3.829843;
105529;-1.605171;-1.22315;-3.900715;
105530;-1.59848;-1.065887;-3.829766;
105531;-1.330948;-1.04841;-4.113445;
105532;-1.203871;-1.048409;-4.184364;
105533;-1.203871;-1.048408;-4.255325;
105534;-1.203871;-1.048408;-4.184413;
105535;-1.203872;-1.048409;-4.113526;
105536;-1.203872;-1.048409;-4.255376;
105537;-1.203872;-1.048409;-3.687971;
105538;-0.9831619;-1.048409;-4.042582;
105539;-0.8025824;-1.048411;-4.184464;
105540;-0.8025826;-1.048411;-4.255389;
105541;-0.8025846;-1.048414;-4.11357;
105542;-0.8025849;-1.042589;-4.184496;
105543;-0.8025872;-1.048417;-4.184516;
105544;-0.8025877;-1.048418;-4.18452;
105545;-0.80259;-1.048421;-3.971762;
105546;-0.8025907;-1.048422;-4.255464;
105547;-0.8025928;-1.048424;-4.113626;
105548;-0.8025936;-1.048426;-4.184555;
105549;-0.8025955;-1.048428;-4.184562;
105550;-0.8025965;-1.048429;-3.475318;
